timestamp_ms,ue_id,serving_cell_id,neighbor_cell_id,metric_type,sinr_db
1760555486561,13,2,,L3Serving,41.00
1760555486561,13,2,5,L3Neighbor,12.00
1760555486561,13,2,4,L3Neighbor,0.00
1760555513269,13,2,,L3Serving,43.00
1760555513269,13,2,5,L3Neighbor,9.00
1760555513269,13,2,4,L3Neighbor,1.00
1760555539343,13,2,,L3Serving,52.00
1760555539343,13,2,5,L3Neighbor,6.00
1760555539343,13,2,3,L3Neighbor,-1.00
1760555564609,13,2,,L3Serving,50.00
1760555564609,13,2,5,L3Neighbor,4.00
1760555564609,13,2,3,L3Neighbor,-1.00
1760555590052,2,5,,L3Serving,12.00
1760555590052,2,5,2,L3Neighbor,17.00
1760555590052,2,5,3,L3Neighbor,-2.00
1760555590052,12,5,,L3Serving,13.00
1760555590052,12,5,4,L3Neighbor,5.00
1760555590052,12,5,3,L3Neighbor,5.00
1760555590052,15,5,,L3Serving,32.00
1760555590052,15,5,4,L3Neighbor,13.00
1760555590052,15,5,3,L3Neighbor,12.00
1760555590075,13,2,,L3Serving,32.00
1760555590075,13,2,5,L3Neighbor,12.00
1760555590075,13,2,3,L3Neighbor,2.00
1760555614696,2,5,,L3Serving,10.00
1760555614696,2,5,2,L3Neighbor,21.00
1760555614696,2,5,3,L3Neighbor,2.00
1760555614696,15,5,,L3Serving,32.00
1760555614696,15,5,2,L3Neighbor,12.00
1760555614696,15,5,4,L3Neighbor,11.00
1760555614696,12,5,,L3Serving,12.00
1760555614696,12,5,4,L3Neighbor,5.00
1760555614696,12,5,3,L3Neighbor,3.00
1760555614721,13,2,,L3Serving,29.00
1760555614721,13,2,5,L3Neighbor,11.00
1760555614721,13,2,3,L3Neighbor,0.00
1760555641603,2,5,,L3Serving,13.00
1760555641603,2,5,2,L3Neighbor,17.00
1760555641603,2,5,3,L3Neighbor,1.00
1760555641603,15,5,,L3Serving,13.00
1760555641603,15,5,2,L3Neighbor,17.00
1760555641603,15,5,3,L3Neighbor,12.00
1760555641603,12,5,,L3Serving,13.00
1760555641603,12,5,4,L3Neighbor,9.00
1760555641603,12,5,3,L3Neighbor,6.00
1760555641623,13,2,,L3Serving,37.00
1760555641623,13,2,5,L3Neighbor,6.00
1760555641623,13,2,3,L3Neighbor,-4.00
1760555667374,15,5,,L3Serving,15.00
1760555667374,15,5,2,L3Neighbor,16.00
1760555667374,15,5,3,L3Neighbor,11.00
1760555667374,2,5,,L3Serving,14.00
1760555667374,2,5,2,L3Neighbor,16.00
1760555667374,2,5,3,L3Neighbor,1.00
1760555667374,12,5,,L3Serving,12.00
1760555667374,12,5,4,L3Neighbor,9.00
1760555667374,12,5,3,L3Neighbor,7.00
1760555667395,13,2,,L3Serving,35.00
1760555667395,13,2,5,L3Neighbor,4.00
1760555667395,13,2,4,L3Neighbor,-4.00
1760555692304,12,5,,L3Serving,8.00
1760555692304,12,5,3,L3Neighbor,36.00
1760555692304,12,5,4,L3Neighbor,7.00
1760555692304,15,5,,L3Serving,20.00
1760555692304,15,5,3,L3Neighbor,10.00
1760555692304,15,5,2,L3Neighbor,9.00
1760555692304,2,5,,L3Serving,13.00
1760555692304,2,5,2,L3Neighbor,10.00
1760555692304,2,5,3,L3Neighbor,-2.00
1760555692326,13,2,,L3Serving,31.00
1760555692326,13,2,5,L3Neighbor,4.00
1760555692326,13,2,3,L3Neighbor,1.00
1760555716449,15,5,,L3Serving,20.00
1760555716449,15,5,2,L3Neighbor,11.00
1760555716449,15,5,3,L3Neighbor,5.00
1760555716449,2,5,,L3Serving,13.00
1760555716449,2,5,2,L3Neighbor,10.00
1760555716449,2,5,3,L3Neighbor,1.00
1760555716449,12,5,,L3Serving,7.00
1760555716449,12,5,3,L3Neighbor,34.00
1760555716449,12,5,4,L3Neighbor,5.00
1760555716477,13,2,,L3Serving,30.00
1760555716477,13,2,5,L3Neighbor,4.00
1760555716477,13,2,4,L3Neighbor,-1.00
1760555741405,14,4,,L3Serving,-3.00
1760555741405,9,4,,L3Serving,8.00
1760555741405,9,4,3,L3Neighbor,8.00
1760555741405,9,4,5,L3Neighbor,1.00
1760555741405,10,4,,L3Serving,8.00
1760555741405,10,4,2,L3Neighbor,36.00
1760555741405,10,4,5,L3Neighbor,11.00
1760555741405,4,4,,L3Serving,-2.00
1760555741405,4,4,5,L3Neighbor,32.00
1760555741405,4,4,2,L3Neighbor,15.00
1760555741405,6,4,,L3Serving,-11.00
1760555741405,6,4,5,L3Neighbor,1.00
1760555741405,6,4,2,L3Neighbor,-4.00
1760555741405,8,4,,L3Serving,0.00
1760555741405,8,4,5,L3Neighbor,14.00
1760555741405,8,4,2,L3Neighbor,6.00
1760555741437,1,3,,L3Serving,-1.00
1760555741437,7,3,,L3Serving,17.00
1760555741437,7,3,4,L3Neighbor,31.00
1760555741437,7,3,2,L3Neighbor,-7.00
1760555741437,5,3,,L3Serving,21.00
1760555741437,5,3,5,L3Neighbor,9.00
1760555741437,5,3,4,L3Neighbor,-3.00
1760555741437,11,3,,L3Serving,22.00
1760555741437,11,3,5,L3Neighbor,13.00
1760555741437,11,3,2,L3Neighbor,12.00
1760555741437,3,3,,L3Serving,7.00
1760555741437,3,3,5,L3Neighbor,23.00
1760555741437,3,3,2,L3Neighbor,7.00
1760555741459,15,5,,L3Serving,18.00
1760555741459,15,5,2,L3Neighbor,16.00
1760555741459,15,5,3,L3Neighbor,10.00
1760555741459,12,5,,L3Serving,8.00
1760555741459,12,5,4,L3Neighbor,6.00
1760555741459,12,5,3,L3Neighbor,0.00
1760555741459,2,5,,L3Serving,13.00
1760555741459,2,5,2,L3Neighbor,11.00
1760555741459,2,5,3,L3Neighbor,1.00
1760555741478,13,2,,L3Serving,44.00
1760555741478,13,2,5,L3Neighbor,9.00
1760555741478,13,2,4,L3Neighbor,0.00
1760555771471,8,4,,L3Serving,-3.00
1760555771471,8,4,5,L3Neighbor,15.00
1760555771471,8,4,2,L3Neighbor,4.00
1760555771471,10,4,,L3Serving,6.00
1760555771471,10,4,2,L3Neighbor,37.00
1760555771471,10,4,5,L3Neighbor,11.00
1760555771471,14,4,,L3Serving,-2.00
1760555771471,4,4,,L3Serving,-1.00
1760555771471,4,4,5,L3Neighbor,31.00
1760555771471,4,4,2,L3Neighbor,16.00
1760555771471,9,4,,L3Serving,8.00
1760555771471,9,4,3,L3Neighbor,7.00
1760555771471,9,4,5,L3Neighbor,0.00
1760555771471,6,4,,L3Serving,-15.00
1760555771471,6,4,5,L3Neighbor,0.00
1760555771471,6,4,2,L3Neighbor,-3.00
1760555771517,1,3,,L3Serving,-1.00
1760555771517,1,3,5,L3Neighbor,1.00
1760555771517,1,3,4,L3Neighbor,0.00
1760555771517,7,3,,L3Serving,15.00
1760555771517,7,3,4,L3Neighbor,29.00
1760555771517,7,3,5,L3Neighbor,-6.00
1760555771517,3,3,,L3Serving,7.00
1760555771517,3,3,5,L3Neighbor,24.00
1760555771517,3,3,2,L3Neighbor,8.00
1760555771517,11,3,,L3Serving,24.00
1760555771517,11,3,2,L3Neighbor,15.00
1760555771517,11,3,5,L3Neighbor,9.00
1760555771517,5,3,,L3Serving,20.00
1760555771517,5,3,5,L3Neighbor,8.00
1760555771517,5,3,4,L3Neighbor,-2.00
1760555771568,12,5,,L3Serving,6.00
1760555771568,12,5,4,L3Neighbor,7.00
1760555771568,12,5,3,L3Neighbor,0.00
1760555771568,2,5,,L3Serving,14.00
1760555771568,2,5,2,L3Neighbor,12.00
1760555771568,2,5,3,L3Neighbor,0.00
1760555771568,15,5,,L3Serving,16.00
1760555771568,15,5,2,L3Neighbor,17.00
1760555771568,15,5,3,L3Neighbor,11.00
1760555771605,13,2,,L3Serving,43.00
1760555771605,13,2,5,L3Neighbor,10.00
1760555771605,13,2,4,L3Neighbor,0.00
1760555801425,6,4,,L3Serving,-11.00
1760555801425,6,4,5,L3Neighbor,1.00
1760555801425,6,4,2,L3Neighbor,0.00
1760555801425,14,4,,L3Serving,1.00
1760555801425,9,4,,L3Serving,6.00
1760555801425,9,4,3,L3Neighbor,4.00
1760555801425,9,4,5,L3Neighbor,1.00
1760555801425,4,4,,L3Serving,1.00
1760555801425,4,4,5,L3Neighbor,24.00
1760555801425,4,4,2,L3Neighbor,19.00
1760555801425,10,4,,L3Serving,5.00
1760555801425,10,4,5,L3Neighbor,31.00
1760555801425,10,4,2,L3Neighbor,19.00
1760555801425,8,4,,L3Serving,-3.00
1760555801425,8,4,5,L3Neighbor,10.00
1760555801425,8,4,2,L3Neighbor,3.00
1760555801462,1,3,,L3Serving,1.00
1760555801462,1,3,2,L3Neighbor,8.00
1760555801462,1,3,5,L3Neighbor,0.00
1760555801462,11,3,,L3Serving,15.00
1760555801462,11,3,2,L3Neighbor,19.00
1760555801462,11,3,5,L3Neighbor,12.00
1760555801462,7,3,,L3Serving,15.00
1760555801462,7,3,4,L3Neighbor,6.00
1760555801462,7,3,2,L3Neighbor,-2.00
1760555801462,5,3,,L3Serving,15.00
1760555801462,5,3,5,L3Neighbor,5.00
1760555801462,5,3,4,L3Neighbor,0.00
1760555801462,3,3,,L3Serving,7.00
1760555801462,3,3,5,L3Neighbor,22.00
1760555801462,3,3,2,L3Neighbor,6.00
1760555801493,12,5,,L3Serving,2.00
1760555801493,12,5,4,L3Neighbor,3.00
1760555801493,12,5,3,L3Neighbor,2.00
1760555801493,15,5,,L3Serving,10.00
1760555801493,15,5,4,L3Neighbor,14.00
1760555801493,15,5,3,L3Neighbor,14.00
1760555801493,2,5,,L3Serving,31.00
1760555801493,2,5,2,L3Neighbor,17.00
1760555801493,2,5,3,L3Neighbor,0.00
1760555801514,13,2,,L3Serving,44.00
1760555801514,13,2,3,L3Neighbor,33.00
1760555801514,13,2,5,L3Neighbor,8.00
1760555827949,4,4,,L3Serving,1.00
1760555827949,4,4,5,L3Neighbor,25.00
1760555827949,4,4,2,L3Neighbor,17.00
1760555827949,10,4,,L3Serving,5.00
1760555827949,10,4,5,L3Neighbor,32.00
1760555827949,10,4,2,L3Neighbor,23.00
1760555827949,8,4,,L3Serving,-4.00
1760555827949,8,4,5,L3Neighbor,12.00
1760555827949,8,4,2,L3Neighbor,1.00
1760555827949,6,4,,L3Serving,-11.00
1760555827949,6,4,5,L3Neighbor,3.00
1760555827949,6,4,2,L3Neighbor,-1.00
1760555827949,14,4,,L3Serving,0.00
1760555827949,9,4,,L3Serving,6.00
1760555827949,9,4,3,L3Neighbor,7.00
1760555827949,9,4,5,L3Neighbor,-4.00
1760555828000,3,3,,L3Serving,6.00
1760555828000,3,3,5,L3Neighbor,23.00
1760555828000,3,3,4,L3Neighbor,7.00
1760555828000,1,3,,L3Serving,1.00
1760555828000,1,3,2,L3Neighbor,9.00
1760555828000,1,3,5,L3Neighbor,0.00
1760555828000,5,3,,L3Serving,15.00
1760555828000,5,3,4,L3Neighbor,2.00
1760555828000,5,3,5,L3Neighbor,1.00
1760555828000,11,3,,L3Serving,16.00
1760555828000,11,3,2,L3Neighbor,18.00
1760555828000,11,3,5,L3Neighbor,16.00
1760555828000,7,3,,L3Serving,16.00
1760555828000,7,3,4,L3Neighbor,6.00
1760555828000,7,3,2,L3Neighbor,-2.00
1760555828036,15,5,,L3Serving,11.00
1760555828036,15,5,4,L3Neighbor,12.00
1760555828036,15,5,2,L3Neighbor,8.00
1760555828036,2,5,,L3Serving,31.00
1760555828036,2,5,2,L3Neighbor,17.00
1760555828036,2,5,3,L3Neighbor,-2.00
1760555828036,12,5,,L3Serving,3.00
1760555828036,12,5,3,L3Neighbor,5.00
1760555828036,12,5,4,L3Neighbor,2.00
1760555828065,13,2,,L3Serving,43.00
1760555828065,13,2,3,L3Neighbor,34.00
1760555828065,13,2,5,L3Neighbor,7.00
1760555853783,8,4,,L3Serving,-3.00
1760555853783,8,4,5,L3Neighbor,13.00
1760555853783,8,4,2,L3Neighbor,0.00
1760555853783,10,4,,L3Serving,8.00
1760555853783,10,4,2,L3Neighbor,19.00
1760555853783,10,4,5,L3Neighbor,12.00
1760555853783,6,4,,L3Serving,-12.00
1760555853783,4,4,,L3Serving,1.00
1760555853783,4,4,5,L3Neighbor,30.00
1760555853783,4,4,2,L3Neighbor,18.00
1760555853783,14,4,,L3Serving,33.00
1760555853783,14,4,5,L3Neighbor,9.00
1760555853783,14,4,3,L3Neighbor,8.00
1760555853783,9,4,,L3Serving,4.00
1760555853783,9,4,3,L3Neighbor,12.00
1760555853783,9,4,5,L3Neighbor,-3.00
1760555853821,11,3,,L3Serving,16.00
1760555853821,11,3,2,L3Neighbor,16.00
1760555853821,11,3,5,L3Neighbor,13.00
1760555853821,7,3,,L3Serving,15.00
1760555853821,7,3,4,L3Neighbor,0.00
1760555853821,7,3,2,L3Neighbor,-4.00
1760555853821,3,3,,L3Serving,5.00
1760555853821,3,3,5,L3Neighbor,27.00
1760555853821,3,3,4,L3Neighbor,4.00
1760555853821,1,3,,L3Serving,5.00
1760555853821,1,3,2,L3Neighbor,30.00
1760555853821,1,3,5,L3Neighbor,2.00
1760555853821,5,3,,L3Serving,18.00
1760555853821,5,3,5,L3Neighbor,7.00
1760555853821,5,3,4,L3Neighbor,-3.00
1760555853857,15,5,,L3Serving,10.00
1760555853857,15,5,3,L3Neighbor,18.00
1760555853857,15,5,2,L3Neighbor,14.00
1760555853857,12,5,,L3Serving,8.00
1760555853857,12,5,4,L3Neighbor,6.00
1760555853857,12,5,3,L3Neighbor,1.00
1760555853857,2,5,,L3Serving,15.00
1760555853857,2,5,2,L3Neighbor,13.00
1760555853857,2,5,3,L3Neighbor,-4.00
1760555853890,13,2,,L3Serving,28.00
1760555853890,13,2,5,L3Neighbor,10.00
1760555853890,13,2,3,L3Neighbor,0.00
1760555878507,6,4,,L3Serving,-10.00
1760555878507,6,4,5,L3Neighbor,3.00
1760555878507,6,4,2,L3Neighbor,0.00
1760555878507,10,4,,L3Serving,9.00
1760555878507,10,4,2,L3Neighbor,21.00
1760555878507,10,4,5,L3Neighbor,15.00
1760555878507,9,4,,L3Serving,3.00
1760555878507,9,4,3,L3Neighbor,14.00
1760555878507,9,4,5,L3Neighbor,-3.00
1760555878507,14,4,,L3Serving,35.00
1760555878507,14,4,5,L3Neighbor,8.00
1760555878507,14,4,3,L3Neighbor,7.00
1760555878507,4,4,,L3Serving,3.00
1760555878507,4,4,5,L3Neighbor,27.00
1760555878507,4,4,2,L3Neighbor,16.00
1760555878507,8,4,,L3Serving,-5.00
1760555878507,8,4,5,L3Neighbor,11.00
1760555878507,8,4,2,L3Neighbor,-2.00
1760555878547,7,3,,L3Serving,18.00
1760555878547,7,3,4,L3Neighbor,2.00
1760555878547,7,3,2,L3Neighbor,-1.00
1760555878547,1,3,,L3Serving,3.00
1760555878547,1,3,2,L3Neighbor,30.00
1760555878547,1,3,5,L3Neighbor,0.00
1760555878547,5,3,,L3Serving,18.00
1760555878547,5,3,5,L3Neighbor,7.00
1760555878547,5,3,4,L3Neighbor,-4.00
1760555878547,11,3,,L3Serving,16.00
1760555878547,11,3,2,L3Neighbor,17.00
1760555878547,11,3,5,L3Neighbor,13.00
1760555878547,3,3,,L3Serving,5.00
1760555878547,3,3,5,L3Neighbor,27.00
1760555878547,3,3,4,L3Neighbor,4.00
1760555878605,15,5,,L3Serving,10.00
1760555878605,15,5,3,L3Neighbor,16.00
1760555878605,15,5,2,L3Neighbor,14.00
1760555878605,2,5,,L3Serving,13.00
1760555878605,2,5,2,L3Neighbor,12.00
1760555878605,2,5,3,L3Neighbor,-2.00
1760555878605,12,5,,L3Serving,7.00
1760555878605,12,5,3,L3Neighbor,5.00
1760555878605,12,5,4,L3Neighbor,5.00
1760555878630,13,2,,L3Serving,30.00
1760555878630,13,2,5,L3Neighbor,9.00
1760555878630,13,2,3,L3Neighbor,2.00
1760555910087,4,4,,L3Serving,2.00
1760555910087,4,4,5,L3Neighbor,41.00
1760555910087,4,4,2,L3Neighbor,18.00
1760555910087,6,4,,L3Serving,-11.00
1760555910087,6,4,5,L3Neighbor,3.00
1760555910087,6,4,2,L3Neighbor,0.00
1760555910087,10,4,,L3Serving,11.00
1760555910087,10,4,2,L3Neighbor,19.00
1760555910087,10,4,5,L3Neighbor,17.00
1760555910087,14,4,,L3Serving,6.00
1760555910087,9,4,,L3Serving,7.00
1760555910087,9,4,3,L3Neighbor,6.00
1760555910087,9,4,5,L3Neighbor,-4.00
1760555910087,8,4,,L3Serving,24.00
1760555910087,8,4,5,L3Neighbor,15.00
1760555910087,8,4,2,L3Neighbor,2.00
1760555910117,11,3,,L3Serving,14.00
1760555910117,11,3,2,L3Neighbor,20.00
1760555910117,11,3,5,L3Neighbor,9.00
1760555910117,7,3,,L3Serving,18.00
1760555910117,7,3,4,L3Neighbor,46.00
1760555910117,7,3,2,L3Neighbor,-5.00
1760555910117,5,3,,L3Serving,20.00
1760555910117,5,3,5,L3Neighbor,9.00
1760555910117,5,3,4,L3Neighbor,-8.00
1760555910117,1,3,,L3Serving,6.00
1760555910117,1,3,2,L3Neighbor,7.00
1760555910117,1,3,5,L3Neighbor,-4.00
1760555910117,3,3,,L3Serving,5.00
1760555910117,3,3,5,L3Neighbor,37.00
1760555910117,3,3,2,L3Neighbor,10.00
1760555910136,2,5,,L3Serving,14.00
1760555910136,2,5,2,L3Neighbor,14.00
1760555910136,2,5,3,L3Neighbor,-4.00
1760555910136,15,5,,L3Serving,9.00
1760555910136,15,5,2,L3Neighbor,16.00
1760555910136,15,5,4,L3Neighbor,4.00
1760555910136,12,5,,L3Serving,10.00
1760555910136,12,5,2,L3Neighbor,34.00
1760555910136,12,5,3,L3Neighbor,4.00
1760555910155,13,2,,L3Serving,31.00
1760555910155,13,2,5,L3Neighbor,9.00
1760555910155,13,2,3,L3Neighbor,0.00
1760555938890,9,4,,L3Serving,7.00
1760555938890,9,4,3,L3Neighbor,5.00
1760555938890,9,4,2,L3Neighbor,-4.00
1760555938890,4,4,,L3Serving,1.00
1760555938890,4,4,5,L3Neighbor,41.00
1760555938890,4,4,2,L3Neighbor,19.00
1760555938890,14,4,,L3Serving,4.00
1760555938890,6,4,,L3Serving,-10.00
1760555938890,6,4,5,L3Neighbor,3.00
1760555938890,6,4,2,L3Neighbor,-1.00
1760555938890,8,4,,L3Serving,23.00
1760555938890,8,4,5,L3Neighbor,16.00
1760555938890,8,4,2,L3Neighbor,2.00
1760555938890,10,4,,L3Serving,9.00
1760555938890,10,4,5,L3Neighbor,21.00
1760555938890,10,4,2,L3Neighbor,18.00
1760555938923,11,3,,L3Serving,12.00
1760555938923,11,3,2,L3Neighbor,17.00
1760555938923,11,3,5,L3Neighbor,10.00
1760555938923,3,3,,L3Serving,7.00
1760555938923,3,3,5,L3Neighbor,37.00
1760555938923,3,3,2,L3Neighbor,9.00
1760555938923,5,3,,L3Serving,21.00
1760555938923,5,3,5,L3Neighbor,12.00
1760555938923,5,3,4,L3Neighbor,-7.00
1760555938923,1,3,,L3Serving,6.00
1760555938923,1,3,2,L3Neighbor,6.00
1760555938923,1,3,5,L3Neighbor,-5.00
1760555938923,7,3,,L3Serving,18.00
1760555938923,7,3,4,L3Neighbor,47.00
1760555938923,7,3,2,L3Neighbor,-5.00
1760555938958,2,5,,L3Serving,14.00
1760555938958,2,5,2,L3Neighbor,14.00
1760555938958,2,5,3,L3Neighbor,-4.00
1760555938958,12,5,,L3Serving,9.00
1760555938958,12,5,2,L3Neighbor,33.00
1760555938958,12,5,3,L3Neighbor,5.00
1760555938958,15,5,,L3Serving,10.00
1760555938958,15,5,2,L3Neighbor,14.00
1760555938958,15,5,4,L3Neighbor,3.00
1760555938983,13,2,,L3Serving,32.00
1760555938983,13,2,5,L3Neighbor,9.00
1760555938983,13,2,3,L3Neighbor,2.00
1760555963637,10,4,,L3Serving,9.00
1760555963637,10,4,2,L3Neighbor,20.00
1760555963637,10,4,5,L3Neighbor,19.00
1760555963637,14,4,,L3Serving,6.00
1760555963637,14,4,2,L3Neighbor,11.00
1760555963637,14,4,3,L3Neighbor,9.00
1760555963637,8,4,,L3Serving,8.00
1760555963637,8,4,5,L3Neighbor,14.00
1760555963637,8,4,2,L3Neighbor,-1.00
1760555963637,4,4,,L3Serving,3.00
1760555963637,4,4,5,L3Neighbor,24.00
1760555963637,4,4,2,L3Neighbor,18.00
1760555963637,6,4,,L3Serving,-11.00
1760555963637,6,4,5,L3Neighbor,6.00
1760555963637,6,4,2,L3Neighbor,-1.00
1760555963637,9,4,,L3Serving,34.00
1760555963637,9,4,3,L3Neighbor,5.00
1760555963637,9,4,5,L3Neighbor,-5.00
1760555963678,5,3,,L3Serving,31.00
1760555963678,5,3,5,L3Neighbor,8.00
1760555963678,5,3,4,L3Neighbor,-4.00
1760555963678,11,3,,L3Serving,14.00
1760555963678,11,3,5,L3Neighbor,18.00
1760555963678,11,3,2,L3Neighbor,10.00
1760555963678,7,3,,L3Serving,16.00
1760555963678,7,3,4,L3Neighbor,31.00
1760555963678,7,3,2,L3Neighbor,0.00
1760555963678,3,3,,L3Serving,8.00
1760555963678,1,3,,L3Serving,3.00
1760555963678,1,3,2,L3Neighbor,7.00
1760555963678,1,3,4,L3Neighbor,-7.00
1760555963715,15,5,,L3Serving,5.00
1760555963715,15,5,2,L3Neighbor,39.00
1760555963715,15,5,4,L3Neighbor,6.00
1760555963715,12,5,,L3Serving,4.00
1760555963715,12,5,4,L3Neighbor,11.00
1760555963715,12,5,3,L3Neighbor,9.00
1760555963715,2,5,,L3Serving,16.00
1760555963715,2,5,2,L3Neighbor,13.00
1760555963715,2,5,3,L3Neighbor,-5.00
1760555963740,13,2,,L3Serving,34.00
1760555963740,13,2,5,L3Neighbor,19.00
1760555963740,13,2,3,L3Neighbor,7.00
1760555988041,10,4,,L3Serving,8.00
1760555988041,10,4,5,L3Neighbor,17.00
1760555988041,10,4,2,L3Neighbor,16.00
1760555988041,4,4,,L3Serving,2.00
1760555988041,4,4,5,L3Neighbor,24.00
1760555988041,4,4,2,L3Neighbor,19.00
1760555988041,8,4,,L3Serving,8.00
1760555988041,8,4,5,L3Neighbor,11.00
1760555988041,8,4,2,L3Neighbor,-3.00
1760555988041,14,4,,L3Serving,9.00
1760555988041,14,4,3,L3Neighbor,9.00
1760555988041,14,4,2,L3Neighbor,7.00
1760555988041,6,4,,L3Serving,-11.00
1760555988041,6,4,5,L3Neighbor,7.00
1760555988041,6,4,2,L3Neighbor,0.00
1760555988041,9,4,,L3Serving,38.00
1760555988041,9,4,3,L3Neighbor,4.00
1760555988041,9,4,5,L3Neighbor,-2.00
1760555988076,1,3,,L3Serving,8.00
1760555988076,1,3,2,L3Neighbor,6.00
1760555988076,1,3,4,L3Neighbor,-3.00
1760555988076,7,3,,L3Serving,17.00
1760555988076,7,3,4,L3Neighbor,32.00
1760555988076,7,3,2,L3Neighbor,-1.00
1760555988076,11,3,,L3Serving,15.00
1760555988076,11,3,5,L3Neighbor,18.00
1760555988076,11,3,2,L3Neighbor,13.00
1760555988076,3,3,,L3Serving,6.00
1760555988076,5,3,,L3Serving,31.00
1760555988076,5,3,5,L3Neighbor,12.00
1760555988076,5,3,4,L3Neighbor,-3.00
1760555988111,2,5,,L3Serving,16.00
1760555988111,2,5,2,L3Neighbor,12.00
1760555988111,2,5,3,L3Neighbor,-4.00
1760555988111,12,5,,L3Serving,3.00
1760555988111,12,5,4,L3Neighbor,10.00
1760555988111,12,5,3,L3Neighbor,8.00
1760555988111,15,5,,L3Serving,7.00
1760555988111,15,5,2,L3Neighbor,39.00
1760555988111,15,5,4,L3Neighbor,3.00
1760555988135,13,2,,L3Serving,30.00
1760555988135,13,2,5,L3Neighbor,17.00
1760555988135,13,2,3,L3Neighbor,8.00
1760556016296,6,4,,L3Serving,-3.00
1760556016296,4,4,,L3Serving,2.00
1760556016296,4,4,5,L3Neighbor,20.00
1760556016296,4,4,2,L3Neighbor,17.00
1760556016296,14,4,,L3Serving,13.00
1760556016296,14,4,3,L3Neighbor,14.00
1760556016296,14,4,2,L3Neighbor,13.00
1760556016296,10,4,,L3Serving,5.00
1760556016296,10,4,2,L3Neighbor,20.00
1760556016296,10,4,5,L3Neighbor,17.00
1760556016296,9,4,,L3Serving,-8.00
1760556016296,8,4,,L3Serving,22.00
1760556016296,8,4,5,L3Neighbor,11.00
1760556016296,8,4,2,L3Neighbor,-4.00
1760556016339,11,3,,L3Serving,8.00
1760556016339,5,3,,L3Serving,6.00
1760556016339,5,3,2,L3Neighbor,22.00
1760556016339,5,3,5,L3Neighbor,13.00
1760556016339,3,3,,L3Serving,6.00
1760556016339,1,3,,L3Serving,10.00
1760556016339,1,3,2,L3Neighbor,5.00
1760556016339,1,3,5,L3Neighbor,-3.00
1760556016339,7,3,,L3Serving,21.00
1760556016339,7,3,2,L3Neighbor,29.00
1760556016339,7,3,4,L3Neighbor,16.00
1760556016387,2,5,,L3Serving,15.00
1760556016387,2,5,2,L3Neighbor,9.00
1760556016387,2,5,3,L3Neighbor,-7.00
1760556016387,15,5,,L3Serving,10.00
1760556016387,15,5,2,L3Neighbor,16.00
1760556016387,15,5,4,L3Neighbor,3.00
1760556016387,12,5,,L3Serving,7.00
1760556016387,12,5,4,L3Neighbor,4.00
1760556016387,12,5,3,L3Neighbor,0.00
1760556016411,13,2,,L3Serving,47.00
1760556016411,13,2,3,L3Neighbor,6.00
1760556016411,13,2,5,L3Neighbor,2.00
1760556045455,9,4,,L3Serving,-6.00
1760556045455,8,4,,L3Serving,23.00
1760556045455,8,4,5,L3Neighbor,11.00
1760556045455,8,4,2,L3Neighbor,-4.00
1760556045455,14,4,,L3Serving,14.00
1760556045455,14,4,2,L3Neighbor,15.00
1760556045455,14,4,5,L3Neighbor,9.00
1760556045455,4,4,,L3Serving,0.00
1760556045455,4,4,5,L3Neighbor,18.00
1760556045455,4,4,2,L3Neighbor,16.00
1760556045455,6,4,,L3Serving,-3.00
1760556045455,10,4,,L3Serving,6.00
1760556045455,10,4,2,L3Neighbor,19.00
1760556045455,10,4,5,L3Neighbor,18.00
1760556045498,3,3,,L3Serving,6.00
1760556045498,11,3,,L3Serving,11.00
1760556045498,1,3,,L3Serving,7.00
1760556045498,1,3,2,L3Neighbor,6.00
1760556045498,1,3,5,L3Neighbor,-2.00
1760556045498,7,3,,L3Serving,20.00
1760556045498,7,3,2,L3Neighbor,30.00
1760556045498,7,3,4,L3Neighbor,14.00
1760556045498,5,3,,L3Serving,6.00
1760556045498,5,3,2,L3Neighbor,23.00
1760556045498,5,3,5,L3Neighbor,13.00
1760556045534,12,5,,L3Serving,8.00
1760556045534,12,5,4,L3Neighbor,4.00
1760556045534,12,5,3,L3Neighbor,3.00
1760556045534,2,5,,L3Serving,17.00
1760556045534,2,5,2,L3Neighbor,6.00
1760556045534,2,5,3,L3Neighbor,-8.00
1760556045534,15,5,,L3Serving,5.00
1760556045534,15,5,2,L3Neighbor,19.00
1760556045534,15,5,3,L3Neighbor,1.00
1760556045563,13,2,,L3Serving,47.00
1760556045563,13,2,3,L3Neighbor,4.00
1760556045563,13,2,5,L3Neighbor,0.00
1760556069905,8,4,,L3Serving,16.00
1760556069905,8,4,5,L3Neighbor,11.00
1760556069905,8,4,2,L3Neighbor,-1.00
1760556069905,6,4,,L3Serving,0.00
1760556069905,6,4,2,L3Neighbor,-1.00
1760556069905,6,4,5,L3Neighbor,-2.00
1760556069905,4,4,,L3Serving,6.00
1760556069905,4,4,5,L3Neighbor,21.00
1760556069905,4,4,2,L3Neighbor,20.00
1760556069905,14,4,,L3Serving,10.00
1760556069905,14,4,3,L3Neighbor,14.00
1760556069905,14,4,2,L3Neighbor,12.00
1760556069905,9,4,,L3Serving,-8.00
1760556069905,10,4,,L3Serving,7.00
1760556069905,10,4,2,L3Neighbor,23.00
1760556069905,10,4,5,L3Neighbor,16.00
